passenger_id,flight_callsign,name,nationality,date_of_birth,seat,booking_class,status,check_in_time,luggage_count,special_assistance,frequent_flyer_tier
PAX05535,BAW1143,Jessica Stewart,Brunei Darussalam,1991-12-02,6E,Economy,Boarded,2026-02-02T10:45:00,0,Pet,Platinum
PAX05536,AAL5428,Carla Nielsen,El Salvador,1949-06-11,17B,Premium Economy,Checked-in,2026-02-02T13:48:19,3,Pet,Silver
PAX05537,SWA1975,Christopher Mcdonald,Philippines,1953-01-05,14D,Premium Economy,Boarded,2026-02-03T17:54:04,2,Pet,Platinum
PAX05538,DAL9472,Tom Fleming,American Samoa,1993-11-02,32D,Business,Boarded,2026-02-03T12:28:28,2,None,Gold
PAX05539,BAW7068,Donald Parker,Solomon Islands,2005-04-11,35B,Economy,Checked-in,2026-02-02T17:45:14,2,Wheelchair,Gold
PAX05540,UAL4561,Jonathan Morris,Poland,1965-07-13,39C,Economy,Checked-in,2026-02-03T14:11:47,2,Wheelchair,Silver
PAX05541,SWA1333,Joseph Sanchez,United States Virgin Islands,1993-05-31,20F,Premium Economy,No-show,2026-02-02T04:49:58,0,None,Silver
PAX05542,SWA634,Jennifer Williams,Belize,1989-03-11,11C,Premium Economy,Boarded,2026-02-01T11:50:04,2,None,Silver
PAX05543,KLM7153,Antonio Hoffman,Chad,2002-05-23,2C,Business,Boarded,2026-02-02T14:30:32,0,None,None
PAX05544,AAL1399,Laura Stewart,Montenegro,1961-04-19,9C,Business,Scheduled,2026-02-01T09:04:04,0,Pet,None
PAX05545,DAL1183,Diane Acevedo,Kuwait,1955-09-05,33A,Premium Economy,No-show,2026-02-02T15:25:33,3,None,Gold
PAX05546,KLM7553,Michael Jones,Kyrgyz Republic,1945-02-27,26D,First,Boarded,2026-02-02T15:15:45,1,Wheelchair,Gold
PAX05547,DLH5048,Thomas Burns,Portugal,1958-12-03,4E,Premium Economy,Scheduled,2026-02-03T09:43:47,3,None,None
PAX05548,SWA7937,Angela Hansen,Barbados,1951-04-24,27E,First,Scheduled,2026-02-02T21:50:03,0,Wheelchair,Gold
PAX05549,DLH8190,Phillip Harper,Bahamas,1960-04-28,16B,Premium Economy,Scheduled,2026-02-02T01:07:45,3,Wheelchair,Gold
PAX05550,SWA4126,Annette Wiggins,Cuba,1992-08-24,26C,Business,No-show,2026-02-03T02:45:22,2,Unaccompanied Minor,Platinum
PAX05551,DLH5855,Michael Gray,Uruguay,2002-01-21,5F,Business,Scheduled,2026-02-02T20:50:13,0,Wheelchair,None
PAX05552,SWA8782,Annette Jensen,Italy,1997-07-09,15D,First,Boarded,2026-02-03T11:15:10,1,Pet,Gold
PAX05553,AFR2964,Angela Walsh,Saint Barthelemy,2000-11-17,27F,Premium Economy,Boarded,2026-02-03T14:57:03,1,Pet,Silver
PAX05554,DAL3011,Travis Palmer,Chad,1984-05-25,31D,First,Boarded,2026-02-03T09:42:51,1,Unaccompanied Minor,None
PAX05555,DLH106,Roger Moreno,Heard Island and McDonald Islands,1974-07-04,2E,First,No-show,2026-02-03T09:10:01,2,Pet,Silver
PAX05556,BAW1913,Deborah Cox,Oman,2006-12-22,34F,Economy,Checked-in,2026-02-03T20:21:46,2,Unaccompanied Minor,Platinum
PAX05557,AAL6926,Dr. Scott Hanson,Korea,1984-08-10,17F,Premium Economy,Boarded,2026-02-01T11:09:49,0,None,Silver
PAX05558,BAW1228,Roy Perkins,Fiji,1980-01-18,20C,Business,Boarded,2026-02-01T08:39:36,3,None,None
PAX05559,UAL5417,Dr. Samantha House,Romania,1994-12-28,10E,Business,No-show,2026-02-01T22:22:54,2,Wheelchair,Platinum
PAX05560,KLM6817,Linda Howell,Myanmar,1945-06-05,23C,First,No-show,2026-02-03T03:29:59,2,Unaccompanied Minor,Platinum
PAX05561,KLM2413,Joseph Simpson,Tajikistan,1961-02-24,1E,First,Scheduled,2026-02-01T08:55:31,3,None,Silver
PAX05562,DLH7878,Mark Williams,Slovakia (Slovak Republic),1969-06-18,38E,Premium Economy,No-show,2026-02-02T21:55:35,0,Wheelchair,Gold
PAX05563,DAL800,Zachary Wu,Guam,1992-07-09,2A,Economy,Boarded,2026-02-02T15:29:00,1,None,Silver
PAX05564,AAL8192,Jose Perez MD,Guernsey,1969-02-09,31C,Business,Boarded,2026-02-01T21:42:31,0,Pet,None
PAX05565,DAL4376,Courtney Perry,New Zealand,2000-01-20,33D,Economy,Boarded,2026-02-02T10:27:28,0,None,Platinum
PAX05566,SWA7740,Phillip Barrett,Swaziland,1958-04-01,32E,Economy,Checked-in,2026-02-03T14:41:31,0,Wheelchair,Platinum
PAX05567,AAL6842,Jason Parker,Malawi,1949-02-02,8B,Economy,Checked-in,2026-02-03T01:48:35,3,Wheelchair,Platinum
PAX05568,KLM2377,Sharon Weeks,Liberia,1966-08-05,19C,Premium Economy,Checked-in,2026-02-01T18:17:18,3,Wheelchair,Silver
PAX05569,DLH2938,Katie James,Uganda,1985-02-07,17A,Economy,Checked-in,2026-02-03T12:00:53,3,Pet,Platinum
PAX05570,AAL137,Elizabeth Cooper,Peru,1993-07-10,22B,Premium Economy,Scheduled,2026-02-01T22:29:39,1,Wheelchair,None
PAX05571,AFR8074,John Weber,Netherlands Antilles,2002-05-07,34C,Premium Economy,Boarded,2026-02-02T18:13:12,0,None,Platinum
PAX05572,DAL5459,Michael Leach,Nigeria,1951-01-21,22F,Premium Economy,Scheduled,2026-02-02T02:06:03,0,Pet,Platinum
PAX05573,BAW5237,Sean Floyd,Morocco,1951-08-14,36F,Business,Scheduled,2026-02-01T03:53:07,2,None,Gold
PAX05574,AFR1892,Sean Jones,Maldives,2000-03-05,32D,Economy,Boarded,2026-02-01T00:09:20,3,Pet,Gold
PAX05575,AFR575,Eric Miller,Djibouti,1999-03-13,4B,First,Boarded,2026-02-02T09:47:03,0,Wheelchair,Platinum
PAX05576,BAW2246,Joan Ortiz,Algeria,1994-07-19,37B,Economy,Checked-in,2026-02-02T04:24:35,0,None,Gold
PAX05577,UAL4561,Darren Mendez,Russian Federation,1993-02-22,25A,Economy,Boarded,2026-02-01T03:52:32,1,Pet,Silver
PAX05578,AAL7593,Kelly Garcia,Thailand,1996-05-09,1C,Economy,Boarded,2026-02-03T19:20:52,0,Unaccompanied Minor,Platinum
PAX05579,AAL8107,Alfred Marquez,Barbados,1962-09-28,6A,First,No-show,2026-02-02T04:31:10,2,Unaccompanied Minor,Platinum
PAX05580,DAL5633,Tammy Booth,Somalia,1967-01-25,18D,Economy,Checked-in,2026-02-02T01:40:49,2,Wheelchair,Silver
PAX05581,DLH8177,Paula Martin,China,1949-01-15,24B,Economy,Checked-in,2026-02-02T11:54:33,2,None,None
PAX05582,DAL5010,Fernando Mcdaniel,Dominica,1959-10-24,32C,Premium Economy,Boarded,2026-02-01T15:35:48,2,None,Platinum
PAX05583,AFR3118,James Gomez,Jamaica,1959-05-06,8B,Economy,Boarded,2026-02-01T02:09:11,3,Unaccompanied Minor,None
PAX05584,KLM6243,Kevin Warren,Papua New Guinea,1968-08-17,14B,Business,Checked-in,2026-02-02T23:53:00,3,None,None
PAX05585,DLH1077,William Donaldson,Libyan Arab Jamahiriya,2007-07-14,14A,Business,No-show,2026-02-01T03:43:51,3,None,Silver
PAX05586,AFR2884,Patricia Richard,Ukraine,1995-04-18,3F,First,Checked-in,2026-02-02T19:17:17,0,Pet,Gold
PAX05587,DAL8024,Crystal Hernandez,Papua New Guinea,1959-07-08,36F,Business,Boarded,2026-02-03T16:55:19,2,Pet,None
PAX05588,AFR1892,Sharon Rose,Brazil,1967-03-09,9F,Premium Economy,Boarded,2026-02-03T04:03:40,3,Wheelchair,Platinum
PAX05589,KLM9904,William Nguyen,Cook Islands,1958-05-24,37A,First,Boarded,2026-02-02T11:21:47,2,Wheelchair,Platinum
PAX05590,KLM2439,Casey Kidd,Thailand,1956-12-19,26A,Premium Economy,Checked-in,2026-02-03T14:34:09,0,Wheelchair,None
PAX05591,BAW9214,Melanie Lopez,Cook Islands,1947-06-30,16B,Business,No-show,2026-02-03T16:28:17,1,Pet,Platinum
PAX05592,AAL2817,Timothy White,South Georgia and the South Sandwich Islands,1972-05-01,7D,First,Scheduled,2026-02-02T16:47:46,3,Unaccompanied Minor,Gold
PAX05593,KLM8381,Marvin Davis,Eritrea,1958-08-12,1D,First,Boarded,2026-02-02T00:58:14,2,None,Silver
PAX05594,UAL6761,Jeffrey Yoder,Mauritius,2001-08-17,19B,First,Boarded,2026-02-03T08:51:50,0,Pet,None
PAX05595,KLM2210,Jessica Harmon,Turkmenistan,1955-05-05,10F,First,Boarded,2026-02-03T01:01:05,2,Wheelchair,None
PAX05596,AFR2502,James Turner,Singapore,1955-11-07,24F,Economy,Scheduled,2026-02-01T10:19:46,2,Wheelchair,Platinum
PAX05597,SWA7236,Lauren Arellano,Nigeria,1995-01-16,4A,Business,Scheduled,2026-02-01T13:57:28,0,Unaccompanied Minor,Gold
PAX05598,AAL8192,Monica Miller,British Virgin Islands,1988-03-03,13E,Economy,Scheduled,2026-02-03T07:55:45,3,Unaccompanied Minor,Silver
PAX05599,UAL7789,Jo Stephens,Cuba,1957-01-14,29A,Economy,Checked-in,2026-02-02T08:12:50,1,Pet,Silver
PAX05600,DLH2957,Aaron Myers,Kiribati,1958-03-28,33B,Premium Economy,No-show,2026-02-02T21:52:46,3,Pet,Gold
PAX05601,KLM9671,Jennifer House,Netherlands,1994-06-06,22F,Premium Economy,No-show,2026-02-03T15:52:26,2,Wheelchair,Platinum
PAX05602,AAL930,Michelle Shaw,Haiti,1975-04-18,37E,Economy,Scheduled,2026-02-03T07:40:48,0,None,Silver
PAX05603,AFR6670,Matthew Huang,Kenya,2001-04-28,38B,First,Scheduled,2026-02-03T03:48:06,0,Wheelchair,Platinum
PAX05604,AAL155,Stephanie Bennett,Lebanon,1951-12-27,5F,Economy,No-show,2026-02-02T02:53:46,3,Pet,Platinum
PAX05605,AFR1892,Robert Rodgers,Latvia,1959-01-05,35F,Business,Scheduled,2026-02-03T10:13:46,2,Wheelchair,None
PAX05606,SWA3297,Jenny Gallegos,Bouvet Island (Bouvetoya),1985-01-26,25C,First,Checked-in,2026-02-03T06:22:35,1,None,Platinum
PAX05607,AFR8750,Marcus Reyes,Kiribati,1951-07-26,31F,Business,Scheduled,2026-02-02T09:03:11,3,None,Gold
PAX05608,SWA4379,Jerry Allen,Turkey,1967-12-04,20B,Business,Scheduled,2026-02-03T18:38:50,0,None,Platinum
PAX05609,AFR5054,Brian Gray,United States Minor Outlying Islands,1953-02-03,16C,First,Boarded,2026-02-02T17:11:35,1,Pet,Gold
PAX05610,AAL790,Gregory Saunders,Latvia,2003-04-06,15F,First,Scheduled,2026-02-03T03:51:30,0,None,Silver
PAX05611,BAW8810,Marc Phillips,Guam,1987-07-30,10B,Economy,Checked-in,2026-02-01T08:12:16,3,Wheelchair,None
PAX05612,AAL607,Marvin Romero,Christmas Island,1947-03-10,16A,Premium Economy,Checked-in,2026-02-01T08:02:10,1,None,Silver
PAX05613,DAL402,Aaron Weaver,Uruguay,2000-06-16,6D,Premium Economy,Boarded,2026-02-01T12:47:32,1,Unaccompanied Minor,None
PAX05614,DAL4543,John Lara,Cote d'Ivoire,1984-10-23,38F,First,No-show,2026-02-02T09:53:51,1,Pet,None
PAX05615,SWA5500,Steven Clark,Moldova,1982-10-11,20A,Premium Economy,No-show,2026-02-03T07:38:49,1,Wheelchair,Silver
PAX05616,KLM6988,Christy Martin,Australia,1952-12-19,32E,Business,Checked-in,2026-02-02T07:57:42,3,Pet,None
PAX05617,SWA2942,Briana Smith,Bulgaria,1990-05-29,36E,Business,Checked-in,2026-02-02T05:18:40,3,Unaccompanied Minor,Silver
PAX05618,AAL4076,Kevin Beltran,Bahrain,1959-11-15,24B,Business,Boarded,2026-02-01T20:19:49,3,Wheelchair,Gold
PAX05619,AFR8750,Crystal Friedman,Egypt,1984-03-12,18F,Business,Checked-in,2026-02-02T01:56:57,1,None,Platinum
PAX05620,UAL677,Jeremy Butler,Greece,1965-04-08,16F,Economy,No-show,2026-02-03T15:16:52,2,None,Silver
PAX05621,BAW7879,James Romero,Togo,1993-11-09,9E,Economy,Scheduled,2026-02-02T08:14:58,3,None,Silver
PAX05622,KLM1327,Darlene Parker,Algeria,1958-04-20,22A,Business,No-show,2026-02-02T19:47:46,3,Unaccompanied Minor,Gold
PAX05623,AFR7310,Erika Smith,Iran,1955-05-20,10C,Premium Economy,Checked-in,2026-02-03T20:34:36,0,Unaccompanied Minor,Silver
PAX05624,AAL4050,Christopher Johnson,Georgia,1997-01-12,17C,Economy,Scheduled,2026-02-01T08:37:18,3,Wheelchair,Platinum
PAX05625,SWA116,Mr. Chad Brooks DDS,Azerbaijan,1981-04-22,16A,Economy,Scheduled,2026-02-01T04:25:38,3,Unaccompanied Minor,None
PAX05626,UAL8698,Joshua Figueroa,Slovakia (Slovak Republic),1955-08-31,38D,Economy,Checked-in,2026-02-01T15:46:50,3,Pet,Platinum
PAX05627,KLM128,Hunter Jenkins,Dominica,1952-01-05,27C,Premium Economy,No-show,2026-02-02T22:00:03,3,Unaccompanied Minor,Platinum
PAX05628,SWA5103,Mark Kelly,Palau,1994-05-23,20E,Business,No-show,2026-02-02T14:34:24,0,Pet,Silver
PAX05629,KLM5773,Laura Clark,Netherlands,2000-10-20,39A,Business,Scheduled,2026-02-01T07:01:38,0,None,None
PAX05630,AAL4050,Lori Erickson,North Macedonia,1976-10-03,1A,Premium Economy,Boarded,2026-02-02T09:35:35,3,Pet,None
PAX05631,AAL3526,Gregory Goodwin,Malawi,1994-07-31,6C,First,Scheduled,2026-02-02T11:50:18,1,Pet,None
PAX05632,SWA4902,Jerry West,Nigeria,1978-10-01,40F,Economy,Scheduled,2026-02-03T03:57:01,3,Unaccompanied Minor,Silver
PAX05633,SWA5500,Holly Griffith,Cuba,1961-08-24,18F,Economy,No-show,2026-02-01T21:20:36,3,Unaccompanied Minor,Platinum
PAX05634,DLH1277,Sheila Cunningham,Ecuador,1994-04-09,14D,Business,Scheduled,2026-02-03T15:34:33,0,Wheelchair,Gold
PAX05635,UAL5235,Stephanie Palmer,Panama,1982-03-15,23A,Business,Scheduled,2026-02-03T05:08:30,3,Wheelchair,Gold
PAX05636,KLM2602,Jillian Campbell,New Zealand,1957-03-08,2F,Premium Economy,Boarded,2026-02-02T12:34:04,0,Unaccompanied Minor,Silver
PAX05637,AFR6363,Aaron Williams,Saudi Arabia,1962-01-27,14E,First,Boarded,2026-02-03T02:58:17,3,Wheelchair,Platinum
PAX05638,KLM6278,Dennis Bradley,Russian Federation,1975-02-17,34B,Premium Economy,Boarded,2026-02-03T02:50:39,1,Wheelchair,Gold
PAX05639,SWA6124,Nancy Bentley,Hong Kong,1950-02-19,3B,Economy,Boarded,2026-02-03T01:33:15,1,Pet,Gold
PAX05640,AFR3135,Hayley Sullivan,Turkmenistan,1980-11-30,22E,Business,Scheduled,2026-02-01T00:30:38,0,Pet,Silver
PAX05641,KLM8657,Sergio Cox,Andorra,2003-06-14,1C,Economy,Scheduled,2026-02-01T03:56:56,1,Unaccompanied Minor,None
PAX05642,SWA3517,Julie Good,Armenia,1986-12-15,36E,Business,Scheduled,2026-02-03T00:00:21,3,Pet,Silver
PAX05643,DAL3413,David Brown,Afghanistan,2001-02-14,8C,Economy,Checked-in,2026-02-03T14:18:08,3,Wheelchair,Gold
PAX05644,DAL6566,Raymond Moore,Saint Kitts and Nevis,1955-03-25,4B,Premium Economy,Scheduled,2026-02-01T09:50:04,0,Unaccompanied Minor,Silver
PAX05645,AAL2753,Julie Turner,Mayotte,1982-10-01,30D,Economy,Boarded,2026-02-02T19:13:17,1,Unaccompanied Minor,Gold
PAX05646,DAL5318,Jennifer Watkins,Thailand,1949-04-17,15B,Economy,Scheduled,2026-02-01T07:50:56,2,Wheelchair,None
PAX05647,DLH112,Victoria Cowan,Korea,1966-08-19,1D,Premium Economy,Checked-in,2026-02-02T18:57:16,3,Unaccompanied Minor,None
PAX05648,AAL438,Robert Patel,Nepal,1968-02-11,28D,First,Scheduled,2026-02-01T04:50:13,3,Unaccompanied Minor,Platinum
PAX05649,AFR3794,Nicholas Nelson,Swaziland,1963-04-28,7F,First,Scheduled,2026-02-02T20:40:12,1,Pet,Silver
PAX05650,KLM9722,Vincent Brown,Portugal,1971-03-09,12C,Economy,Scheduled,2026-02-02T16:28:02,3,Wheelchair,Gold
PAX05651,SWA5823,Michael Vega,Sao Tome and Principe,1975-03-14,11F,First,No-show,2026-02-03T14:54:43,2,Wheelchair,None
PAX05652,DAL5643,Eugene Allen,Comoros,2006-09-13,10C,First,Boarded,2026-02-02T02:34:40,1,Wheelchair,Silver
PAX05653,AAL6926,James Sullivan,France,1979-06-22,33D,Premium Economy,No-show,2026-02-03T04:55:07,0,Pet,Gold
PAX05654,BAW4878,Tracy Horn,Albania,1978-08-16,13D,Premium Economy,Checked-in,2026-02-03T20:42:59,0,Pet,Platinum
PAX05655,DAL7899,Jeffrey Berry,French Guiana,1977-05-16,36D,Business,Boarded,2026-02-02T00:29:28,2,Pet,Silver
PAX05656,SWA810,Steve Fitzgerald MD,Guinea,1956-10-17,15A,Economy,Boarded,2026-02-01T05:17:31,2,Pet,Platinum
PAX05657,AAL3735,Steven Burch,Mozambique,1950-05-09,12D,Business,Boarded,2026-02-02T14:05:35,1,Unaccompanied Minor,Gold
PAX05658,DAL4139,Alan Jordan,Albania,1951-09-08,21B,Business,Boarded,2026-02-03T07:20:31,2,None,Platinum
PAX05659,AAL155,Autumn Jones,Guernsey,1948-08-31,31B,Business,No-show,2026-02-02T18:34:34,3,Unaccompanied Minor,Platinum
PAX05660,BAW1312,Mary Valdez,Sudan,1991-09-14,2B,Economy,Checked-in,2026-02-03T09:21:37,1,Unaccompanied Minor,Platinum
PAX05661,BAW7760,Amanda Wagner,Belarus,1946-03-14,34A,Business,Scheduled,2026-02-02T09:31:00,3,None,None
PAX05662,AFR5054,Sue Fields,Andorra,2005-02-14,31D,Economy,Boarded,2026-02-02T18:56:45,0,None,Silver
PAX05663,UAL1004,Tina Gonzalez,Mexico,1947-02-22,38A,Premium Economy,Boarded,2026-02-03T19:13:10,1,Unaccompanied Minor,Gold
PAX05664,SWA5014,Donna Schneider,Barbados,1950-07-08,32D,Economy,Checked-in,2026-02-03T13:14:18,3,Wheelchair,Silver
PAX05665,BAW3076,Heather Erickson,Cuba,1978-03-22,20A,First,No-show,2026-02-03T00:03:03,1,Pet,Silver
PAX05666,SWA3517,Brian Edwards,Egypt,1994-12-16,40A,Business,Boarded,2026-02-01T14:01:22,0,Wheelchair,Gold
PAX05667,DAL6419,Joe Brown,Lesotho,1990-07-12,24D,Premium Economy,No-show,2026-02-01T01:05:49,3,Wheelchair,Gold
PAX05668,BAW2246,Jonathan Monroe,Kazakhstan,1994-05-06,39D,Premium Economy,Scheduled,2026-02-01T16:08:54,3,Unaccompanied Minor,Silver
PAX05669,AAL7744,Michael Schultz,Latvia,1995-10-05,26E,Economy,Scheduled,2026-02-01T11:50:55,2,Pet,None
PAX05670,AFR3794,Jason Carter,French Southern Territories,1955-02-16,11F,First,Scheduled,2026-02-03T00:54:51,3,Wheelchair,None
PAX05671,BAW4491,Brittney Rivera,Cyprus,1947-08-27,3B,Premium Economy,No-show,2026-02-01T03:21:22,2,Wheelchair,None
PAX05672,DAL6535,Tamara Osborn,Bhutan,1960-03-08,34A,Business,Checked-in,2026-02-01T23:23:42,3,Pet,None
PAX05673,SWA2529,Karen Wilcox,Lesotho,1948-04-10,36A,First,Scheduled,2026-02-03T19:40:13,3,Wheelchair,Silver
PAX05674,DAL3787,Monique Ball,American Samoa,1987-09-30,8B,Premium Economy,No-show,2026-02-02T22:09:21,3,Pet,None
PAX05675,DLH2926,Brian Myers,Norway,1984-04-07,11B,Business,Scheduled,2026-02-03T17:57:42,0,None,None
PAX05676,AFR8361,Chris Douglas,Cook Islands,1970-08-14,21E,Business,Scheduled,2026-02-01T10:27:05,2,Unaccompanied Minor,Gold
PAX05677,DLH7753,Gerald Smith,Guam,1963-07-01,39F,Business,No-show,2026-02-03T08:15:06,1,Unaccompanied Minor,None
PAX05678,DLH1408,Lisa Thomas,United States of America,2007-08-26,27D,Business,Scheduled,2026-02-03T09:37:50,2,Wheelchair,None
PAX05679,AAL1527,Erin Holloway,Qatar,1994-10-20,16F,Premium Economy,Scheduled,2026-02-02T12:34:45,0,Unaccompanied Minor,None
PAX05680,UAL340,Eric Wilson,Nicaragua,2005-02-02,7A,Business,No-show,2026-02-02T16:15:53,2,Unaccompanied Minor,Silver
PAX05681,BAW6420,Paul Davis,Russian Federation,1952-09-21,24E,Premium Economy,Scheduled,2026-02-02T15:44:25,2,Wheelchair,Platinum
PAX05682,BAW6157,Erin Henderson,Japan,1947-07-05,4C,Business,No-show,2026-02-01T05:34:36,0,Pet,None
PAX05683,DAL3413,Deborah Faulkner,Costa Rica,1983-12-27,1F,Business,No-show,2026-02-03T19:15:09,1,Pet,None
PAX05684,BAW1344,Tiffany Evans,Mayotte,1971-12-04,10D,First,Checked-in,2026-02-03T05:46:23,3,Wheelchair,Silver
PAX05685,AAL1093,Luke Coffey,British Indian Ocean Territory (Chagos Archipelago),1976-09-02,28B,Economy,Checked-in,2026-02-03T05:08:08,0,Pet,Platinum
PAX05686,KLM2721,Jeremy Jackson,Guadeloupe,2007-02-20,35F,Business,Scheduled,2026-02-01T09:12:21,1,Pet,Gold
PAX05687,DAL1220,Frederick Ellis,Guyana,1991-06-05,19D,Premium Economy,No-show,2026-02-01T01:23:10,3,None,None
PAX05688,UAL677,Wesley Alexander,Jersey,1968-05-08,29A,Business,Scheduled,2026-02-01T01:56:00,3,Unaccompanied Minor,None
PAX05689,AFR9940,Michael Taylor,Zimbabwe,1992-03-11,13C,Premium Economy,Scheduled,2026-02-02T21:18:25,0,Wheelchair,Gold
PAX05690,DLH112,Dustin Rosales,Tuvalu,1992-04-04,16B,First,No-show,2026-02-02T19:42:48,0,Unaccompanied Minor,Platinum
PAX05691,AFR7522,Christopher Hayes,Norway,1974-10-03,17F,Premium Economy,Checked-in,2026-02-03T00:07:04,2,Unaccompanied Minor,None
PAX05692,SWA7407,Lauren Butler,United States Virgin Islands,1999-12-13,12D,Business,Checked-in,2026-02-02T01:20:59,2,Wheelchair,Platinum
PAX05693,SWA8992,Rachel Pacheco,Sri Lanka,2003-06-09,40F,First,Checked-in,2026-02-02T07:35:01,0,Pet,None
PAX05694,UAL1482,Benjamin Miranda,Guam,1947-08-08,19D,Premium Economy,Checked-in,2026-02-03T14:51:35,3,Pet,None
PAX05695,SWA4126,Leslie Conway,Panama,1967-11-19,29D,First,Boarded,2026-02-01T09:48:18,1,Unaccompanied Minor,Gold
PAX05696,AFR7696,Julie Levy,Tuvalu,1962-07-01,3E,Economy,Scheduled,2026-02-02T22:10:27,3,None,Silver
PAX05697,DLH8145,Brenda Farmer,Saudi Arabia,1994-06-06,5A,Business,Scheduled,2026-02-03T12:07:11,3,Pet,Gold
PAX05698,SWA8782,Michael Price,Austria,1984-10-23,33E,Premium Economy,Boarded,2026-02-01T17:57:44,3,Pet,None
PAX05699,AFR5975,Cheryl Soto,Thailand,1987-01-20,7C,First,Checked-in,2026-02-01T19:57:05,2,Pet,None
PAX05700,SWA5103,Jorge Moody,Mauritius,1986-03-13,32F,Business,Scheduled,2026-02-03T13:14:48,2,Wheelchair,None
PAX05701,AFR5548,Ashley Ramos,Puerto Rico,2001-04-05,6F,Premium Economy,Boarded,2026-02-03T19:15:28,1,Pet,Gold
PAX05702,AAL1741,Sara French,Macao,1983-05-16,16B,Premium Economy,No-show,2026-02-01T05:02:53,2,Wheelchair,Gold
PAX05703,KLM1805,Isaac Romero,Slovakia (Slovak Republic),2004-05-31,20E,Economy,Boarded,2026-02-01T19:09:57,1,Wheelchair,Gold
PAX05704,DAL1183,Cody Williams,Iran,1957-05-29,13A,Business,Boarded,2026-02-03T14:52:52,0,Wheelchair,Platinum
PAX05705,SWA8423,James Cruz,Barbados,1952-01-21,10E,Business,Scheduled,2026-02-01T21:28:49,0,Wheelchair,None
PAX05706,AFR2557,Darlene Knight,Lesotho,1977-06-02,26D,Economy,Boarded,2026-02-01T00:40:54,3,Unaccompanied Minor,Platinum
PAX05707,KLM3225,Briana Morales,Croatia,1964-07-26,1E,Premium Economy,Scheduled,2026-02-02T02:25:02,0,Wheelchair,Platinum
PAX05708,UAL3141,Carol Ryan,Aruba,2007-10-12,14C,Premium Economy,Scheduled,2026-02-03T04:31:39,0,Pet,Silver
PAX05709,DAL4982,Dawn Harris,Cook Islands,1969-09-30,10A,Economy,No-show,2026-02-03T11:34:51,1,Pet,None
PAX05710,KLM6817,Tracy Gutierrez,French Polynesia,1972-05-23,39D,Premium Economy,Scheduled,2026-02-03T06:30:41,0,Wheelchair,Platinum
PAX05711,UAL8698,Andrew Walters,Japan,1962-05-14,18E,Premium Economy,No-show,2026-02-03T19:33:43,3,Pet,Gold
PAX05712,BAW2246,Daniel Edwards,Colombia,1950-02-26,3B,Premium Economy,Boarded,2026-02-01T23:09:08,0,None,Silver
PAX05713,KLM9960,Austin Manning DDS,Costa Rica,1978-05-19,24E,Premium Economy,No-show,2026-02-02T20:18:38,3,Pet,None
PAX05714,AAL5705,Michael Wright,Egypt,1956-01-11,38A,Premium Economy,No-show,2026-02-02T22:48:07,3,None,Silver
PAX05715,BAW1396,Paula Holt,Sri Lanka,1978-06-20,1D,Business,Checked-in,2026-02-03T08:02:04,2,Unaccompanied Minor,None
PAX05716,DLH1902,Christopher Tyler,United Kingdom,1991-06-13,32F,Premium Economy,No-show,2026-02-03T04:25:02,0,Pet,Gold
PAX05717,KLM4258,George Salinas,Bhutan,1993-02-01,16C,Premium Economy,No-show,2026-02-02T13:27:36,3,Wheelchair,Silver
PAX05718,BAW6794,Tara Flores,Italy,1984-06-13,19A,Business,Checked-in,2026-02-02T12:41:46,2,Unaccompanied Minor,Gold
PAX05719,BAW3914,Heather Smith,Bangladesh,2000-04-12,18C,Business,No-show,2026-02-03T03:06:24,3,Pet,Silver
PAX05720,KLM8471,Tyler Davis,Holy See (Vatican City State),1999-04-04,32D,Economy,Checked-in,2026-02-01T06:55:32,1,Wheelchair,Silver
PAX05721,BAW7760,Eric Koch,Tokelau,2001-02-21,40F,Economy,Checked-in,2026-02-02T10:03:51,0,Wheelchair,Platinum
PAX05722,KLM7166,Lynn Robinson,Falkland Islands (Malvinas),1967-05-08,10F,Business,Scheduled,2026-02-01T16:51:42,3,Wheelchair,Gold
PAX05723,UAL939,Stephanie Perez,Saint Barthelemy,1962-02-13,14A,Economy,Scheduled,2026-02-02T14:39:08,3,Pet,Silver
PAX05724,KLM2642,Christy Oconnor,Malawi,1986-08-17,31B,Premium Economy,No-show,2026-02-01T17:09:20,2,None,Silver
PAX05725,AFR8361,Kelly Jenkins,Mexico,1970-02-26,36B,Economy,No-show,2026-02-03T12:43:46,2,None,None
PAX05726,DAL7201,Andrew Mcclure,French Guiana,1974-08-17,24F,First,Checked-in,2026-02-02T08:34:57,1,Unaccompanied Minor,Platinum
PAX05727,SWA634,James Wood,United States of America,1956-12-22,22D,Economy,Boarded,2026-02-02T12:38:35,3,Wheelchair,Silver
PAX05728,DLH5855,Robert Garcia,Niger,1981-11-16,8C,Premium Economy,No-show,2026-02-03T05:45:35,0,None,Gold
PAX05729,SWA8177,Raymond Leach MD,Chile,1979-12-06,40C,Economy,No-show,2026-02-02T16:01:05,0,Unaccompanied Minor,Gold
PAX05730,UAL5235,Troy Dennis,Liberia,2005-01-08,10D,Premium Economy,Checked-in,2026-02-01T12:04:11,2,Unaccompanied Minor,None
